1075	8106	X 
1076	8161	X 
1077	7846	X 
1078	8105	X 
1079	7855	X 
1080	7731	X 
1081	7805	X 
1082	7974	X 
1084	8017	X 
1085	8239	X 
1086	8180	X 
1087	8079	X 
1088	8025	X 
1090	8309	X 
1091	8277	X 
1092	8275	X 
1094	8026	X 
1096	7578	X 
1097	8262	X 
1099	8406	X 
1100	7969	X 
1102	8423	X 
1104	8252	X 
1105	8285	X 
1114	8440	X 
1115	8443	X 
1116	8529	X 
1121	7543	X 
1125	7543	X 
1127	8528	X 
1129	8546	X 
1130	8556	X 
1131	8518	X 
1132	8594	X 
1135	8574	X 
1136	8640	X 
1137	8630	X 
1139	8508	X 
1140	8597	X 
1142	8549	X 
1143	8647	X 
1144	8624	X 
1146	8527	X 
1147	8524	X 
1148	8660	X 
1149	8581	X 
1151	8672	X 
1152	8651	X 
1156	8596	X 
1157	8625	X 
1158	8570	X 
1159	8646	X 
1160	8676	X 
1161	8531	X 
1164	8641	X 
1165	7945	X 
1166	8518	X 
1170	8701	X 
1171	8899	X 
1172	8657	X 
1173	8911	X 
1174	8840	X 
1177	9051	X 
1178	8910	X 
1183	9043	X 
1184	0	X 
1186	9136	X 
1188	8638	X 
1190	9100	X 
1191	9180	X 
1192	9126	X 
1193	9102	X 
1194	9128	X 
1195	9127	X 
1196	9296	X 
1197	9300	X 
1198	9295	X 
1199	9297	X 
1200	9299	X 
1201	9298	X 
1202	9012	X 
1206	1377	X 
1212	9359	X 
1215	9415	X 
1216	9188	X 
1217	9318	X 
