744	132788	2	Thunderbrew's Boot Flask		0	24576	8388608	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	0	44	1	12	0	X 
785	133436	1	Mageroyal		536870912	-2147475456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	10	0	0	0	X 
858	134830	1	Lesser Healing Potion		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	13	0	0	3	X 
859	135006	2	Fine Cloth Shirt		32768	8192	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	4	0	X 
860	132539	1	Cavalier's Boots		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	13	1	8	0	X 
918	133629	1	Deviate Hide Pack		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	25	1	18	0	X 
929	134831	1	Healing Potion		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	22	0	0	12	X 
939	133688	1	A Bloodstained Journal Page	Through thick blood a few words still remain legible.	0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	4	0	0	X 
955	134937	1	Scroll of Intellect		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	0	0	1	X 
961	134181	1	Healing Herb		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	X 
983	236921	2	Red Linen Sash		0	8192	0	1	1	0	0	0	0	0	0	0	0	5	7	-1	-1	-1	-1	-1	-1	-1	-1	0	4	1	10	1	6	0	X 
1009	133045	2	Compact Hammer		0	8192	8388608	2	3	0	0	0	0	0	0	0	0	4	7	-1	-1	-1	-1	-1	-1	-1	-1	0	2	4	13	1	13	0	X 
1010	135154	1	Gnarled Short Staff		0	8192	0	0	0	0	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	10	7	1	17	0	X 
1011	132395	1	Sharp Axe		0	8192	0	0	0	0	0	0	0	0	0	0	0	71	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	0	7	1	13	0	X 
1017	133972	1	Seasoned Wolf Kabob		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	15	0	0	15	X 
1082	133748	1	Redridge Goulash		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	15	0	0	15	X 
1127	133581	1	Flash Bundle		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	20	1	0	0	X 
1131	133729	2	Totem of Infliction		0	8192	8388608	0	0	3	0	0	11	0	0	0	0	-1	7	40	-1	-1	5	-1	-1	-1	-1	0	4	0	25	1	23	0	X 
1154	132493	1	Belt of the People's Militia		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	14	1	6	0	X 
1158	133476	2	Solid Metal Club		0	8704	0	2	2	0	0	0	8	0	0	0	0	5	7	-1	-1	-1	5	0	0	0	0	0	2	4	10	1	13	0	X 
1159	135145	1	Militia Quarterstaff		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	10	4	1	17	0	X 
1161	135274	1	Militia Shortsword		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	71	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	7	4	1	21	0	X 
1171	349115	2	Well-Stitched Robe		0	8192	0	1	1	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	4	1	10	1	20	0	X 
1172	135432	2	Grayson's Torch		0	8192	0	0	5	3	0	0	10	0	0	0	0	-1	7	40	-1	-1	5	-1	-1	-1	-1	0	4	0	21	1	23	0	X 
1173	350647	1	Weather-Worn Boots		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	4	2	10	1	8	0	X 
1177	134743	1	Oil of Olaf		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	8	0	0	0	X 
1178	132383	1	Explosive Rocket		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	8	0	0	0	X 
1179	132815	1	Ice Cold Milk		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	5	0	0	5	X 
1180	134943	1	Scroll of Stamina		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	1	0	0	1	X 
1182	367072	1	Brass-Studded Bracers		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	4	4	10	1	9	0	X 
1183	366058	2	Elastic Wristguards		0	8192	0	1	1	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	4	1	10	1	9	0	X 
1205	132796	1	Melon Juice		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	15	0	0	15	X 
1217	134400	1	Unknown Reward	It is not known what the reward will be...	16	2048	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	X 
1262	132621	1	Keg of Thunderbrew Lager		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	15	1	0	0	X 
1264	133482	2	Headbasher		0	8192	8388608	12	4	0	0	0	0	0	0	0	0	4	7	-1	-1	-1	-1	-1	-1	-1	-1	0	2	5	26	1	17	0	X 
1270	133767	2	Finely Woven Cloak		0	8192	8388608	2	0	0	0	0	0	0	0	0	0	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	1	15	1	16	0	X 
1273	132742	2	Forest Chain		0	8192	8388608	7	8	0	0	0	0	0	0	0	0	7	40	-1	-1	-1	-1	-1	-1	-1	-1	0	4	3	25	1	5	0	X 
1275	132624	2	Deputy Chain Coat		0	8192	8388608	7	7	0	0	0	0	0	0	0	0	7	40	-1	-1	-1	-1	-1	-1	-1	-1	0	4	3	25	1	5	0	X 
1276	134955	2	Fire Hardened Buckler		0	8192	8388608	4	6	3	0	0	13	0	0	0	0	4	7	40	-1	-1	5	-1	-1	-1	-1	0	4	6	27	1	14	0	X 
1282	133070	2	Sparkmetal Coif		0	8192	8388608	9	10	0	0	0	0	0	0	0	0	74	7	-1	-1	-1	-1	-1	-1	-1	-1	0	4	4	33	1	1	0	X 
1302	132951	2	Black Whelp Gloves		0	8192	8388608	3	3	0	0	0	0	0	0	0	0	7	73	-1	-1	-1	-1	-1	-1	-1	-1	0	4	2	18	1	10	0	X 
1303	132938	2	Bridgeworker's Gloves		0	8192	8388608	4	2	0	0	0	0	0	0	0	0	74	36	-1	-1	-1	-1	-1	-1	-1	-1	0	4	4	20	1	10	0	X 
1304	132939	2	Riding Gloves		0	8192	8388608	4	3	0	0	0	0	0	0	0	0	7	5	-1	-1	-1	-1	-1	-1	-1	-1	0	4	1	20	1	10	0	X 
1306	132603	2	Wolfmane Wristguards		0	8192	8388608	2	2	0	0	0	0	0	0	0	0	73	7	-1	-1	-1	-1	-1	-1	-1	-1	0	4	2	20	1	9	0	X 
1310	134582	2	Smith's Trousers		0	8192	8388608	5	4	0	0	0	0	0	0	0	0	7	73	-1	-1	-1	-1	-1	-1	-1	-1	0	4	2	20	1	7	0	X 
1317	135153	2	Hardened Root Staff		0	8192	8388608	1	12	0	0	0	0	0	0	0	0	4	36	-1	-1	-1	-1	-1	-1	-1	-1	0	2	10	25	1	17	0	X 
1319	132520	2	Ring of Iron Will		0	24576	0	4	2	0	0	0	0	0	0	0	0	7	40	-1	-1	-1	-1	-1	-1	-1	-1	0	4	0	25	1	11	0	X 
1322	134743	1	Fishliver Oil		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	21	1	0	0	X 
1326	133888	1	Sauteed Sunfish		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	5	0	0	5	X 
1359	132939	1	Lion-Stamped Gloves		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	4	2	8	1	10	0	X 
1360	367074	2	Stormwind Plate Gloves		0	8192	0	1	1	0	0	0	0	0	0	0	0	74	7	0	0	0	0	0	0	0	0	0	4	4	10	1	10	0	X 
1382	133482	1	Rock Mace		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	1	21	0	X 
1383	135421	1	Stone Tomahawk		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	1	21	0	X 
1436	134585	2	Frontier Britches		0	8192	8388608	4	3	0	0	0	0	0	0	0	0	7	73	-1	-1	-1	-1	-1	-1	-1	-1	0	4	2	17	1	7	0	X 
1479	132940	1	Salma's Oven Mitts		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	12	1	10	0	X 
1480	133057	2	Fist of the People's Militia		0	8192	8388608	4	0	0	0	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	4	17	1	13	0	X 
1490	133438	2	Guardian Talisman		524288	24576	8388608	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	0	50	1	12	0	X 
1529	134134	2	Jade		0	-2147475456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	35	0	0	0	X 
1537	133639	1	Old Blanchy's Feed Pouch		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	18	0	X 
1547	135940	2	Shield of the Faith		0	8192	8388608	5	7	3	0	0	15	0	0	0	0	4	7	40	-1	-1	5	-1	-1	-1	-1	0	4	6	30	1	14	0	X 
1557	134955	2	Buckler of the Seas		0	8192	0	3	5	2	0	0	10	0	0	0	0	4	7	40	-1	-1	5	-1	-1	-1	-1	0	4	6	20	1	14	0	X 
1561	132654	2	Harvester's Robe		0	8192	8388608	3	2	0	0	0	0	0	0	0	0	7	40	-1	-1	-1	-1	-1	-1	-1	-1	0	4	1	15	1	20	0	X 
1566	135326	2	Edge of the People's Militia		0	8192	8388608	5	9	0	0	0	0	0	0	0	0	4	7	-1	-1	-1	-1	-1	-1	-1	-1	0	2	8	17	1	17	0	X 
1729	133641	1	Gunnysack of the Night Watch		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	25	1	18	0	X 
1832	134586	2	Lucky Trousers		0	8192	8388608	4	3	2	0	0	0	0	0	0	0	7	40	5	-1	-1	-1	-1	-1	-1	-1	0	4	1	17	1	7	0	X 
1893	134709	3	Miner's Revenge	Also serves as a mining pick.	0	8192	8388608	10	0	0	0	0	0	0	0	0	0	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	1	20	1	17	0	X 
1970	134712	1	Restoring Balm		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	24	1	0	0	X 
2000	135278	2	Archeus	Morgan Ladimore's sword.	0	8192	8388608	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	8	35	1	17	0	X 
2032	132609	2	Gallan Cuffs		0	8192	8388608	6	7	0	0	0	0	0	0	0	0	7	5	-1	-1	-1	-1	-1	-1	-1	-1	0	4	1	36	1	9	0	X 
2033	132542	2	Ambassador's Boots		0	8192	8388608	5	6	0	0	0	0	0	0	0	0	73	7	-1	-1	-1	-1	-1	-1	-1	-1	0	4	2	25	1	8	0	X 
2036	132939	3	Dusty Mining Gloves		0	8192	8388608	3	4	0	0	0	0	0	0	0	0	73	7	-1	-1	-1	-1	-1	-1	-1	-1	0	4	2	20	1	10	0	X 
2037	132535	3	Tunneler's Boots		0	8192	8388608	3	4	0	0	0	0	0	0	0	0	73	7	-1	-1	-1	-1	-1	-1	-1	-1	0	4	3	20	1	8	0	X 
2041	132722	3	Tunic of Westfall		0	8192	8388608	6	7	0	0	0	0	0	0	0	0	7	73	-1	-1	-1	-1	-1	-1	-1	-1	0	4	2	24	1	5	0	X 
2042	135147	3	Staff of Westfall		0	8704	8388608	6	9	10	0	0	22	0	0	0	0	5	7	40	-1	-1	5	-1	-1	-1	-1	0	2	10	24	1	17	0	X 
2043	133343	3	Ring of Forlorn Spirits		0	24576	0	6	6	0	0	0	0	0	0	0	0	7	40	-1	-1	-1	-1	-1	-1	-1	-1	0	4	0	35	1	11	0	X 
2044	132397	3	Crescent of Forlorn Spirits		0	8192	8388608	5	9	7	0	0	0	0	0	0	0	3	32	7	-1	-1	-1	-1	-1	-1	-1	0	2	0	35	1	13	0	X 
2047	135419	1	Anvilmar Hand Axe		0	8192	0	0	0	0	0	0	0	0	0	0	0	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	0	4	1	13	0	X 
2070	133948	1	Darnassian Bleu		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	X 
2074	135324	2	Solid Shortblade		0	8192	8388608	3	3	0	0	0	0	0	0	0	0	4	7	-1	-1	-1	-1	-1	-1	-1	-1	0	2	7	18	1	13	0	X 
2082	133641	1	Wizbang's Gunnysack		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	18	0	X 
2089	135637	2	Scrimshaw Dagger		0	8192	8388608	3	5	0	0	0	0	0	0	0	0	3	7	-1	-1	-1	-1	-1	-1	-1	-1	0	2	15	18	1	13	0	X 
2137	135637	1	Whittling Knife		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	5	1	13	0	X 
2154	133741	0	The Story of Morgan Ladimore		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	1	0	0	X 
2165	133762	1	Old Blanchy's Blanket		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	10	1	16	0	X 
2172	443327	1	Rustic Belt		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	1	6	0	X 
2173	350646	1	Old Leather Belt		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	2	5	1	6	0	X 
2186	0	1	Outfitter Gloves		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	2	5	1	10	0	X 
2195	135641	1	Anvilmar Knife		0	8192	0	0	0	0	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	15	4	1	13	0	X 
2218	135641	2	Craftsman's Dagger		0	8192	8388608	3	0	0	0	0	0	0	0	0	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	15	13	1	13	0	X 
2224	135641	1	Militia Dagger		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	15	4	1	13	0	X 
2225	135650	1	Sharp Kitchen Knife		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	11	1	13	0	X 
2230	132939	2	Gloves of Brawn		0	8192	8388608	6	0	0	0	0	0	0	0	0	0	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	4	24	1	10	0	X 
2231	132666	2	Inferno Robe		0	8192	8388608	16	0	0	0	0	0	0	0	0	0	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	1	40	1	20	0	X 
2237	350651	2	Patched Pants		0	8192	0	1	1	0	0	0	0	0	0	0	0	73	7	0	0	0	0	0	0	0	0	0	4	2	10	1	7	0	X 
2238	366995	2	Urchin's Pants		0	8192	0	1	1	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	4	1	10	1	7	0	X 
2263	135321	2	Phytoblade		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	7	25	1	13	0	X 
2313	133609	1	Medium Armor Kit		64	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	8	14	15	0	0	5	X 
2326	366058	1	Ivy-Weave Bracers		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	4	1	6	1	9	0	X 
2449	134187	1	Earthroot		536870912	-2147475456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	10	0	0	0	X 
2454	134836	1	Elixir of Lion's Strength		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	5	0	0	1	X 
2455	134850	1	Minor Mana Potion		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	15	0	0	5	X 
2456	134713	1	Minor Rejuvenation Potion		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	15	0	0	5	X 
2457	134871	1	Elixir of Minor Agility		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	12	0	0	2	X 
2458	134822	1	Elixir of Minor Fortitude		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	2	12	0	0	2	X 
2459	134875	1	Swiftness Potion		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1	15	0	0	5	X 
2545	134583	2	Malleable Chain Leggings		0	8192	8388608	5	7	3	0	0	0	0	0	0	0	74	7	32	-1	-1	-1	-1	-1	-1	-1	0	4	4	26	1	7	0	X 
2547	443360	1	Boar Handler Gloves		0	8192	8388608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	1	10	0	X 
2562	133941	1	Bouquet of Scarlet Begonias		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	23	1	23	0	X 
2571	349114	1	Viny Wrappings		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	4	1	7	1	8	0	X 
2575	135029	2	Red Linen Shirt		32768	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	4	0	X 
2691	132535	1	Outfitter Boots		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	4	4	5	1	8	0	X 
2694	134583	2	Settler's Leggings		0	8192	8388608	3	3	0	0	0	0	0	0	0	0	73	32	-1	-1	-1	-1	-1	-1	-1	-1	0	4	3	17	1	7	0	X 
2697	134939	1	Recipe: Goretusk Liver Pie	Teaches you how to cook a Goretusk Liver Pie.	64	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	15	0	0	0	X 
2699	134939	1	Recipe: Redridge Goulash	Teaches you how to cook a delicious Redridge Goulash.	64	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	20	0	0	0	X 
2701	134939	1	Recipe: Seasoned Wolf Kabob	Teaches you how to cook a Seasoned Wolf Kabob.	64	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	25	0	0	0	X 
2702	133218	1	Lightforge Ingot		2048	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	4	0	0	X 
2723	132797	1	Bottle of Dalaran Noir		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	5	1	0	0	1	X 
2756	133677	1	Green Hills of Stranglethorn - Chapter I		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	4	0	0	X 
2757	133677	1	Green Hills of Stranglethorn - Chapter II		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	4	0	0	X 
2758	133677	1	Green Hills of Stranglethorn - Chapter III		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	4	0	0	X 
2759	133677	1	Green Hills of Stranglethorn - Chapter IV		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	4	0	0	X 
2772	134572	1	Iron Ore		262144	-2147475456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	30	0	0	0	X 
2776	134571	2	Gold Ore		0	-2147475456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	25	0	0	0	X 
2805	133756	2	Yeti Fur Cloak		0	8192	8388608	6	3	0	0	0	0	0	0	0	0	3	32	-1	-1	-1	-1	-1	-1	-1	-1	0	4	1	34	1	16	0	X 
2817	443352	1	Hard Leather Tunic		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	2	8	1	5	0	X 
2818	134582	2	Stretched Leather Trousers		0	8192	8388608	3	2	0	0	0	0	0	0	0	0	7	73	-1	-1	-1	-1	-1	-1	-1	-1	0	4	2	15	1	7	0	X 
2820	134376	2	Nifty Stopwatch		0	24576	8388608	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	0	50	1	12	0	X 
2842	133215	2	Silver Bar		0	-2147475456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	10	0	0	0	X 
2863	135249	1	Coarse Sharpening Stone		64	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	15	0	0	5	X 
2888	134004	1	Beer Basted Boar Ribs		0	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	1	X 
2889	134939	1	Recipe: Beer Basted Boar Ribs	Teaches you how to cook Beer Basted Boar Ribs.	64	8192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	8	0	0	0	X 
2900	134955	1	Stone Buckler		0	8192	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	6	6	1	14	0	X 
2902	133758	2	Cloak of the Faith		0	8192	8388608	5	4	0	0	0	0	0	0	0	0	7	40	-1	-1	-1	-1	-1	-1	-1	-1	0	4	1	30	1	16	0	X 
2903	135490	2	Daryl's Hunting Bow		0	8192	8388608	4	6	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	2	2	15	1	15	0	X 
2904	135612	2	Daryl's Hunting Rifle		0	8192	8388608	4	6	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	2	3	16	1	26	0	X 
2906	134583	2	Darkshire Mail Leggings		0	8192	8388608	6	6	0	0	0	0	0	0	0	0	74	36	-1	-1	-1	-1	-1	-1	-1	-1	0	4	4	26	1	7	0	X 
2907	135419	2	Dwarven Tree Chopper		0	8192	8388608	5	7	8	0	0	0	0	0	0	0	4	36	7	-1	-1	-1	-1	-1	-1	-1	0	2	1	20	1	17	0	X 
2908	135651	2	Thornblade		0	8192	8388608	5	0	0	0	0	0	0	0	0	0	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	15	20	1	13	0	X 
2910	132535	2	Gold Militia Boots		0	8192	8388608	4	6	0	0	0	0	0	0	0	0	74	7	-1	-1	-1	-1	-1	-1	-1	-1	0	4	4	25	1	8	0	X 
2913	135036	2	Silk Mantle of Gamn		0	8192	8388608	6	4	0	0	0	0	0	0	0	0	5	40	-1	-1	-1	-1	-1	-1	-1	-1	0	4	1	28	1	3	0	X 
